cc_num,first,last,trans_num,trans_date,trans_time,unix_time,category,amt,merchant,merch_lat,merch_long,is_fraud
6011411436098845,Laurie,Reynolds,05ce02b6-57fd-4c9e-bcf4-4bf71b31b6dc,2024-04-24,11:53:50,1713984830,groceries,143.13,Dyer-Wilkinson,-2.1745315,-53.375434,0
213177875597188,William,Davis,0f7ab40e-3235-46a0-83e6-a9f511069963,2024-05-20,14:54:26,1716242066,food,108.36,"Yang, Brown and Hopkins",4.695890,-50.908621,1
3552499665440012,Christopher,Stewart,a7e620ed-28db-4d8b-98c8-fc0e349c4bb9,2024-04-16,21:18:58,1713327538,gas_transport,152.74,"Mclaughlin, Atkinson and Hall",67.956068,63.412567,0
213141365682108,Michael,Taylor,65bed72c-2b36-44da-b910-d5ff283b972c,2024-04-15,03:35:57,1713177357,misc_net,711.25,"Walker, Wright and Lewis",-71.4453495,3.086214,1
4823597139531224,Cheryl,Johnson,b58a54bb-4e84-4448-9522-826e65c6e41d,2024-05-16,18:58:35,1715911115,entertainment,937.49,Clark-Espinoza,-71.941437,-114.287889,1
6011524805373209,Erica,Jackson,554fb1d1-eb61-4f29-a2d2-b5858ff9f909,2024-01-26,11:27:19,1706297239,misc_net,388.33,Cabrera LLC,60.258916,-45.479915,1
3518147799990831,Elizabeth,Murray,8b192536-e816-45c6-9000-58d303a9633f,2024-01-28,16:12:32,1706487152,health,940.9,Singh Inc,-72.9620365,-161.443274,0
4768977802057614436,Gabrielle,Howard,57365cf2-3264-48cc-acf6-1b81b0c243ee,2024-04-11,05:28:45,1712838525,misc_pos,451.27,"Carroll, Love and Leon",-20.0983355,44.808847,0
4251322344669,Jacqueline,White,2ff4508c-9a6c-45ed-92ed-5c323d0a152c,2024-02-03,03:48:49,1706960929,health,939.11,Horne-Bernard,73.4480845,27.067354,0
213164960789680,Debbie,Mcbride,678c77c0-5c41-4769-a2e4-eb7c040fc3de,2024-02-10,20:25:47,1707625547,health,138.34,"Baker, Lee and Neal",64.087620,-142.523574,0
3529004870847009,Nathaniel,Harris,395cae80-970e-4bd8-abd1-2657a319ff90,2024-04-25,05:23:56,1714047836,food,793.21,Martinez-Branch,-13.978643,12.690912,1
4422704794652577,Catherine,Smith,e008b7ee-d7bf-4b3b-bf2c-9140d52999ff,2024-02-05,12:02:49,1707163369,entertainment,508.7,Mccall-Rivera,-32.337067,-127.651427,1
4034124234160893,Andrew,Lynn,00eb2d8e-d8bb-443c-9f5b-bc47d17ae97f,2024-03-18,14:01:25,1710795685,misc_net,577.56,Fritz-Hodge,-12.8148665,-56.269640,0
4768977802057614436,Gabrielle,Howard,1bedd825-2976-4b7a-a2c4-33d81a1349f8,2024-04-29,06:34:45,1714397685,clothing,591.21,Fletcher-Jones,-28.078270,-65.612915,1
4562784455033473,Robert,Johnson,10178f54-ad46-4074-a39e-111b065a89be,2024-01-06,04:00:34,1704542434,gas_transport,975.13,Richardson-Anderson,12.8230255,-83.053077,0
4034124234160893,Andrew,Lynn,2a81e874-92f6-4646-b3d2-a073b85619bf,2024-04-29,06:29:06,1714397346,entertainment,121.68,Sanders-Parker,39.2717025,-37.629754,0
3564536239073476,Kathryn,Mullins,3f6d8548-a3ae-4c40-b802-5e011693ec3e,2024-02-10,15:49:53,1707608993,health,1.04,King PLC,-37.2188605,9.414220,1
4303742023702,Gregg,Coleman,c28c5681-c5dd-4b35-81da-db7ef029722a,2024-03-31,03:04:11,1711879451,clothing,177.61,Hardin and Sons,3.414913,-71.527030,1
3518147799990831,Elizabeth,Murray,0a6b3639-8fd7-472e-a844-ec23f55b7c5e,2024-04-28,21:30:39,1714365039,gas_transport,438.5,Osborn-Navarro,-24.6905565,136.003327,0
213190127868026,Sara,Gay,9ed31d76-47d3-46cd-93ad-cbce4467b021,2024-03-02,01:11:01,1709370661,misc_net,642.66,"Reed, Malone and Kim",6.4945205,-45.792644,1
213148717764773,Oscar,Powell,37f94463-a4e1-4a32-9bbe-46801d50ee9a,2024-02-09,21:08:52,1707541732,health,833.45,"Bolton, Morris and Hill",69.707631,53.966151,1
30409743332857,Gregg,Ramirez,46d1ac20-b417-4162-82a3-e72f036d863c,2024-04-25,11:54:40,1714071280,gas_transport,834.37,Anderson-Moore,-88.3182745,-98.306335,1
371980303831386,Connie,Johnson,17a5985b-eef3-499a-9327-767a66ca959b,2024-03-11,01:14:45,1710144885,misc_net,969.96,"Acosta, Bell and Ford",-26.893676,-12.310365,1
4768977802057614436,Gabrielle,Howard,fe1cf530-7fbc-4e74-b61f-906914a653db,2024-03-02,14:41:04,1709419264,misc_pos,143.0,Terrell PLC,87.687213,-57.623208,0
4624954486132940818,Tiffany,Garcia,c03c99a2-8538-4bac-9fcc-5b4d273c5c5a,2024-04-02,19:18:38,1712110718,misc_pos,762.87,Kirk Group,-14.093103,-112.784626,1
180004824159978,Jennifer,Blevins,a0425b0a-c654-4541-9d7b-2cacf6bb6913,2024-04-03,00:22:49,1712128969,clothing,800.71,Goodwin-Hardy,-84.2020585,-24.592105,0
6011099504413135,Elizabeth,Green,0d137e89-fd43-44c9-b73d-e15524174628,2024-01-22,13:36:27,1705959387,entertainment,64.7,Campbell-Miller,-8.4851515,158.941089,1
2720964270869334,Cory,Pruitt,e7d00df6-8898-48af-a3b5-267ba18deb73,2024-04-24,04:49:10,1713959350,clothing,226.77,Kim-Warner,-20.761500,101.448488,0
3559786421136501,Heather,Johnson,5102796b-dbaa-4723-b546-f0be09727d4a,2024-04-10,21:26:28,1712809588,groceries,757.48,Sims-Dillon,-70.168539,61.038757,1
4422704794652577,Catherine,Smith,1f8d999c-3272-4bd1-9e90-5e8d867aac96,2024-01-10,21:43:56,1704951836,groceries,115.21,Burns Inc,63.0564125,44.883724,1
576618394422,Eric,Andrews,4c50b61e-2c52-4924-8a9b-0e5a4768512e,2024-01-24,00:42:50,1706085770,misc_pos,558.15,Wells PLC,-40.329104,66.745455,1
3561395530259570,Rachael,Silva,12000f33-c9c1-4b18-923d-1a9fe196db83,2024-02-11,21:30:10,1707715810,groceries,114.86,Walker Ltd,-30.147039,-146.118560,1
213164960789680,Debbie,Mcbride,bab64abc-34ca-4f55-a0aa-e830c00828fd,2024-04-19,17:19:52,1713572392,health,255.08,"Decker, Jones and Gonzalez",74.697139,-179.899232,1
180008581964504,Laura,Lopez,49db49c7-d9fd-43c3-ba71-40c25d76532c,2024-03-08,19:01:44,1709953304,misc_pos,346.01,"Navarro, Booker and Martin",-48.744179,-149.434291,1
2246662568369216,Kristen,Hahn,a14cd61c-ea06-46ad-b65d-b41be70032c1,2024-05-19,07:06:40,1716127600,groceries,912.63,Mitchell Group,-27.9968215,103.210450,0
30310245543951,Lori,Scott,66b1bcab-6ea4-4c8f-9583-81eb81a2376b,2024-05-13,04:54:31,1715601271,clothing,666.16,"Hamilton, Benitez and Lewis",-60.668276,115.808739,1
3559786421136501,Heather,Johnson,f2caa298-2250-4945-b94e-bbda8398be35,2024-04-01,17:12:03,1712016723,misc_pos,768.81,"Barry, Caldwell and Chapman",51.5626835,9.901020,1
4441646681850,Kurt,Johnson,1ede19db-e50f-4f24-93d2-f206a3b334d5,2024-04-16,03:22:20,1713262940,misc_net,159.08,Saunders-Harris,86.9643465,165.209672,0
4629239867139478371,Isaiah,Jacobson,55a44543-dcb5-4651-ac46-c1dfcd4bd283,2024-03-13,22:41:36,1710394896,food,313.86,Baker-Proctor,-75.7755115,-140.111732,0
342755925537611,Brian,Bryant,c6d0bac1-2ff4-4a35-9df4-62a9ca29804f,2024-03-17,15:46:32,1710715592,gas_transport,753.97,Morris-Garcia,61.5759115,24.463670,0
377670293928318,Cynthia,Collins,ffa68e5a-eca7-4612-8a26-2d21cfa9fffa,2024-02-24,00:15:32,1708762532,health,949.43,Alexander PLC,65.7192325,155.157385,1
3529417183520750,Shannon,Mcdonald,9a967dd3-b9fa-46f3-9be0-56cd8d1e56ce,2024-04-20,11:44:46,1713638686,food,624.25,Edwards-Owens,66.0786395,-161.954549,1
3549151345970746,Gerald,Dominguez,cf5a3870-718b-4a2e-8318-18beb3ac933c,2024-03-15,22:06:13,1710565573,clothing,83.1,Pope-Davis,59.5242585,78.858313,1
6011524805373209,Erica,Jackson,98e95f2a-ee5d-4df7-9675-15b3238310a9,2024-02-19,15:46:31,1708386391,groceries,797.54,Johnson-Leblanc,-34.3073415,29.079770,0
4345923927086,Mark,Stewart,82b326ea-c43c-44f3-8e1a-d7b018711676,2024-02-26,07:05:11,1708959911,clothing,281.88,Matthews LLC,-49.045036,42.255395,0
6575796221891414,Elaine,Saunders,70a142b3-0f5f-4953-b320-01f197a8e548,2024-04-06,16:34:38,1712446478,misc_net,803.38,Hayden-Webb,65.000836,-29.107509,1
4472125057012292,Corey,Perez,bc977e13-9bc7-45bb-ac4f-bdcd3ff8bf3f,2024-05-07,21:24:45,1715142285,misc_net,510.49,Barrett PLC,-39.450898,90.525678,0
213164960789680,Debbie,Mcbride,ca8e22a2-9657-4430-821f-2c1cfb827b71,2024-05-20,16:17:39,1716247059,groceries,37.12,"Davis, Hodges and Anderson",-57.583869,138.253964,0
4629239867139478371,Isaiah,Jacobson,82af0ce0-4b2c-4efa-bc8f-7ac5becf6eb8,2024-03-26,20:09:49,1711508989,health,934.94,Sharp-Newman,12.652701,-98.398160,0
3559786421136501,Heather,Johnson,c6d3f602-152e-42e2-8b6a-edb5bae0693d,2024-03-31,02:25:09,1711877109,gas_transport,355.64,"Patterson, Murphy and Adams",79.1788515,-120.763951,0
180004837692494,John,Boyd,a4319b22-fda5-40ec-bd87-32ecf9b089ea,2024-02-15,04:34:09,1708000449,gas_transport,55.15,Jenkins Inc,63.061726,3.034832,1
30512655916110,Kevin,Rivera,6252c679-5d17-4223-8154-86bd17cf6ba3,2024-01-24,20:08:26,1706155706,health,724.32,"Bailey, Miller and Richardson",55.6753185,52.793718,0
3584224084353196,Annette,Smith,00b54a04-7256-4926-b0e6-ac114fc61bd8,2024-03-21,02:44:47,1711014287,misc_pos,878.69,Shaw-Nguyen,-26.054593,40.075725,1
3549151345970746,Gerald,Dominguez,e1cee17e-7ee8-48a3-bdf5-6723a3d5d9f9,2024-04-26,03:53:33,1714128813,groceries,520.25,Cortez Inc,52.6680245,-29.360557,0
4545807250100841,Jared,Villanueva,890a5486-3900-43a5-986c-b1d7ed321e27,2024-02-27,04:00:37,1709035237,misc_net,180.46,"Russell, Rowe and Figueroa",-59.400090,-109.623252,0
4210739352814,Carol,Santos,d35eadc7-3b16-47c4-aee1-2ea834db16e0,2024-01-18,05:13:43,1705583623,food,879.29,Frank PLC,77.5677485,177.563792,1
3529417183520750,Shannon,Mcdonald,cf58eabc-916f-4c12-ab25-defca387eb57,2024-01-18,00:24:01,1705566241,groceries,938.79,Short LLC,79.690221,-51.719437,1
344428765983521,Debra,Foley,529f6aae-4219-4a6b-bb82-df938c6f0f3a,2024-03-20,09:30:29,1710952229,food,675.85,"Barr, Cobb and Salinas",-23.925046,2.698671,1
4403512955491567,James,Oneal,16148c39-97a5-40ca-92d6-c5e99851217b,2024-04-16,15:38:26,1713307106,entertainment,671.78,Mccarty Group,-46.1755385,-3.041655,0
3529417183520750,Shannon,Mcdonald,0bbf0ce5-0985-43c6-a494-63f937679f49,2024-05-06,16:57:35,1715039855,groceries,824.49,Walker-Cobb,36.0003455,-104.608591,1
180030502562720,Jason,Collins,fa9826fb-cc45-42a3-8be0-78cb5710313e,2024-02-16,00:52:05,1708073525,entertainment,314.73,"Macdonald, Taylor and Douglas",-81.288918,-103.251873,1
3511597588092982,Matthew,French,c15f8f6d-4bed-4b41-8931-1733609e5873,2024-02-19,20:19:31,1708402771,misc_pos,84.26,Reyes-Edwards,-59.0830215,160.149621,0
6011411436098845,Laurie,Reynolds,1a898088-d015-4956-a362-cf3cbbcfb46c,2024-05-19,18:00:25,1716166825,misc_net,710.25,"Thompson, Williams and Payne",78.8860955,51.895506,0
213177875597188,William,Davis,778e8e23-ef67-4db6-b9d5-78d7d628dbac,2024-01-29,12:09:41,1706558981,groceries,217.13,Lopez-Mason,-75.462816,159.268667,0
213148717764773,Oscar,Powell,fb4fe5d2-ba07-4167-ae94-a67d9e35b4af,2024-03-26,23:26:53,1711520813,misc_net,349.27,Thompson-Mueller,-89.323411,-135.495769,1
213151619297306,Shirley,Jordan,53494743-1b4f-4e6b-9b6f-649b30ae7a35,2024-03-15,03:39:46,1710499186,clothing,559.82,Gonzalez PLC,-56.656048,110.581032,0
3544411918060654,Frank,Nelson,be6f5910-9791-407b-8ce1-f11a9c0b1b16,2024-01-28,17:02:19,1706490139,clothing,729.39,Frazier-Owens,7.955018,-129.198378,0
4472125057012292,Corey,Perez,cc14cce4-0c76-49bf-902d-18e0974b4763,2024-02-06,02:46:59,1707216419,health,380.87,"Porter, Butler and Gordon",86.535386,119.851038,0
5154646977919540,Jennifer,Hopkins,e6fb20c5-7976-4cb3-891c-479cd8855467,2024-01-01,20:31:42,1704169902,gas_transport,260.86,Mccormick-Taylor,58.721572,148.834194,1
30382665720658,Steven,Meza,0636f787-335c-4c83-a305-c66e4b5232a5,2024-01-25,00:11:02,1706170262,food,11.39,Davidson Inc,18.7353375,-122.103743,0
576618394422,Eric,Andrews,d1f7d8d1-7f09-467b-b52f-7075396d3f79,2024-05-14,22:15:33,1715750133,misc_net,312.81,Prince-Dorsey,16.434348,68.284411,1
342755925537611,Brian,Bryant,8b4c5584-b3ef-44cf-b7ee-c8d40670ac7d,2024-01-24,11:54:53,1706126093,entertainment,805.32,Benton Group,-39.9826795,-135.225603,0
3559786421136501,Heather,Johnson,c673bdf5-1f3e-4b4d-b7eb-953aa23b1e29,2024-05-03,01:59:29,1714726769,misc_net,705.56,"May, Johnson and Davis",14.790807,85.876921,1
2234987804155135,Jeremy,Turner,922c4928-2821-41fa-b873-1585fb09112c,2024-01-22,17:24:11,1705973051,clothing,120.81,"Walker, Jackson and Holder",35.252900,-7.161908,0
4673290354661,Gary,Smith,15f77005-b207-468d-97bc-a2d159f5cb6a,2024-04-15,13:43:42,1713213822,misc_pos,894.9,Cobb-Blevins,-82.2641395,-91.123874,1
180004837692494,John,Boyd,cd5994d4-3bb0-441b-b37b-31a9c228487d,2024-02-22,06:48:05,1708613285,gas_transport,358.01,Pena PLC,54.684950,-36.598991,0
4369465551909742,Shane,Lee,4b1336ff-119e-4edf-bbc0-4903e5bb3b2b,2024-03-24,03:50:26,1711277426,misc_pos,837.04,Miller Ltd,81.076755,61.693968,0
342770915691120,Walter,King,37d1c251-c1d9-491a-90bc-ef34fbff3f88,2024-01-24,03:19:23,1706095163,health,433.54,Flores-Donovan,69.001272,-81.892620,1
3564536239073476,Kathryn,Mullins,7b47282c-ab7d-4764-b365-eec9076cb10e,2024-03-28,14:05:13,1711659913,groceries,449.04,"Mosley, Decker and Rivera",-5.581257,-37.257389,1
213177875597188,William,Davis,e8d8f2b3-fa85-468b-b3f3-fff07c85de66,2024-03-14,03:10:38,1710411038,food,865.68,"Mccormick, Mcintyre and Lee",-31.778792,130.777081,0
2490999422426128,Tyler,Gutierrez,06e99c08-4da8-4144-a6ef-4485630de2ce,2024-01-14,02:27:03,1705228023,groceries,276.41,"Peters, Kennedy and Flores",35.072583,121.035250,1
3564536239073476,Kathryn,Mullins,a5d7dc4b-8d53-4ead-9ef4-cb66d04ed8c2,2024-01-13,10:02:15,1705168935,entertainment,955.43,"Martinez, Nunez and Carr",-20.4908305,-45.002151,1
3563707466687483,Abigail,Soto,ac9211d2-301d-4e21-bbe6-1807a173f0f9,2024-05-06,07:44:28,1715006668,food,960.51,"Cruz, Hernandez and Mitchell",41.881090,-87.176721,0
4097453063150,Samuel,Spencer,c328e8d1-c913-4618-8df0-71a8002d27f4,2024-03-08,20:53:28,1709960008,misc_pos,121.38,Turner-Gallegos,25.1524585,20.985793,0
6575796221891414,Elaine,Saunders,192c733c-f7fb-4326-85a5-6ff963f30cd1,2024-02-25,22:41:36,1708929696,food,12.87,Oneill-Young,65.2028865,110.030924,0
4744602087289,Jessica,Harvey,2021ba54-a225-4c54-bcf2-e457292e9837,2024-03-06,22:47:27,1709794047,food,662.23,Gray Inc,26.129734,-74.343936,1
4288577600081029883,Marissa,Carter,e52c270d-62a8-4b23-a8bc-5e7f8cf9f4d4,2024-02-10,10:11:52,1707588712,clothing,394.52,"Sutton, Smith and Oliver",-32.3898875,-151.593953,0
2506664949451874,Suzanne,Smith,af73e1ab-bfde-48ae-86a1-948ffa966897,2024-01-13,09:56:57,1705168617,groceries,252.8,Perez-Garcia,20.6554375,43.546354,0
2234987804155135,Jeremy,Turner,ab3883b8-f9d7-4780-a5c5-ab561a74e6fa,2024-03-25,09:03:12,1711382592,clothing,403.72,Davis and Sons,-88.5094355,7.911359,0
36006637664223,Thomas,Jackson,b30ca1f8-204e-4cf0-8e41-2a316a03ff4d,2024-03-05,03:07:27,1709636847,clothing,683.44,Sanchez Group,-57.8984455,-128.812164,0
4965836602278464626,Jacob,Green,2eab7034-afa4-4ccf-8f65-341bf9dd5da6,2024-02-03,05:49:56,1706968196,entertainment,565.95,Johnson Group,22.1900335,160.805531,0
373646743924754,Jon,Meyer,73334528-372f-42b0-8712-9185fb068cf2,2024-04-21,11:25:51,1713723951,misc_net,406.95,Lane-Castillo,-11.4678025,167.054127,0
4369465551909742,Shane,Lee,d1b9cc89-7fe1-4b4b-bd54-2c026cdc222d,2024-04-11,06:18:04,1712841484,health,321.74,Oneal-Gonzalez,-25.7979545,76.303103,0
5154646977919540,Jennifer,Hopkins,f58eb6cf-5284-47ea-84ae-2130d71160f2,2024-03-17,20:06:43,1710731203,clothing,601.45,Barnett Group,23.695926,-7.386389,1
3564536239073476,Kathryn,Mullins,547a1e5b-8c32-4941-ad0b-e7c1c15258ff,2024-05-03,09:34:08,1714754048,health,577.08,Cox-Roy,-16.551927,-160.051144,1
6011979721135415,Johnny,Mckinney,408e933d-0e20-4c0e-97a2-4a9c87602e4f,2024-04-10,09:47:25,1712767645,misc_net,5.05,Thompson-Hernandez,-44.962751,-8.851064,0
3553417331475807,Tina,Harmon,06a631e7-6cd9-4b18-9ade-416006b45dd1,2024-04-12,10:41:37,1712943697,health,565.72,"Carey, Blackwell and Clark",-45.2472005,-94.348835,1
4545807250100841,Jared,Villanueva,93708aaf-6de6-4abf-a280-9aa96194cc28,2024-03-25,18:28:26,1711416506,gas_transport,441.72,"Meyer, Martin and Hunter",66.509716,94.500066,1
6011099504413135,Elizabeth,Green,99a7a8c0-eaff-46c0-8a42-ace58e7beaae,2024-05-14,15:13:51,1715724831,gas_transport,504.14,Rice-Wolfe,-41.544524,-85.496072,0
373646743924754,Jon,Meyer,57c91033-25e6-4f22-a494-7f66b27d3392,2024-03-19,14:37:40,1710884260,entertainment,859.65,"Ibarra, Gibson and Rodriguez",49.0786155,148.161592,0
342805570023415,Barbara,Watts,6d86f3a2-115b-4320-a581-f4a8b40fa712,2024-03-26,09:45:05,1711471505,misc_pos,491.48,Smith Group,83.133569,-106.430625,1
4369465551909742,Shane,Lee,d6de0f15-c69d-4069-ba49-178bcd8042d9,2024-03-15,01:33:47,1710491627,entertainment,747.25,Leon Group,-57.9025045,176.890036,1
3544411918060654,Frank,Nelson,d2ec134e-f69a-4afb-9d05-b5b3d9f1502d,2024-03-18,16:58:47,1710806327,groceries,32.72,Davidson-Barrett,30.213271,100.780531,1
4251322344669,Jacqueline,White,b9714a14-b38a-4c36-9851-bf7d52a77c76,2024-05-19,08:45:56,1716133556,misc_net,467.77,"Mckee, Johnston and Ellis",48.748915,105.620410,1
180004837692494,John,Boyd,b4f94886-f87f-4bc6-a227-26d1b71ee55e,2024-03-15,18:54:04,1710554044,food,478.59,"Rodriguez, Lane and Gutierrez",-4.592775,56.746156,0
180030502562720,Jason,Collins,c3958cfd-9658-4198-9194-6fd52db85476,2024-05-04,02:49:00,1714816140,clothing,613.13,Rodriguez Ltd,22.4597135,104.431540,0
180004824159978,Jennifer,Blevins,edb890ee-1ebc-43ec-b4b1-9b3deff48778,2024-05-11,14:24:19,1715462659,gas_transport,306.03,Mendez LLC,35.391177,94.663066,0
30310245543951,Lori,Scott,bf7eb11f-3419-4e5f-997a-a459fe8927f7,2024-04-04,01:58:12,1712221092,misc_pos,406.17,Mcdowell-Rice,-25.151246,160.399058,1
2506664949451874,Suzanne,Smith,9794aecb-a1eb-4bef-af36-f7defad2331d,2024-02-07,03:23:51,1707305031,misc_net,418.88,Conrad-Brady,19.570544,-56.474595,0
213151619297306,Shirley,Jordan,86b112fb-b4a4-4f21-97a9-7fefbfd29a69,2024-04-20,20:50:02,1713671402,misc_net,778.4,Reid Group,-36.841066,-59.801008,1
213141365682108,Michael,Taylor,c5997777-0265-4031-acea-b13fc07bd5fb,2024-02-27,02:03:59,1709028239,clothing,613.11,Montgomery-Thomas,8.989398,107.441494,1
6011468490518555,Matthew,Williams,cf2316f4-2cfb-4698-88dd-18aec87f69bb,2024-03-20,08:20:39,1710948039,clothing,367.67,Holmes-Walker,-48.6235345,138.658761,0
4939510545903,Joseph,White,f262117f-982c-44dd-97ac-b674eb95bb3c,2024-03-06,16:46:39,1709772399,entertainment,632.3,Perez Ltd,8.631210,-156.030593,0
4277097855272071797,Jessica,Hernandez,d07173ce-8ae7-43de-9249-7578964d3154,2024-01-15,01:29:19,1705310959,entertainment,917.34,"Hubbard, Scott and King",48.337006,40.294392,0
4441646681850,Kurt,Johnson,8ec7baf0-eed4-4bc5-ba9d-97c0bbbb178e,2024-02-23,14:58:34,1708729114,clothing,112.37,Taylor-Anderson,66.7351445,-69.572558,0
3563707466687483,Abigail,Soto,5b25e4ca-bd8c-4afb-afbe-3e67de76d29a,2024-03-10,02:14:21,1710065661,entertainment,627.16,Scott-Pena,-17.0515055,-36.475189,0
4562784455033473,Robert,Johnson,f4353589-210d-4c56-9e9d-0f9b520e1917,2024-01-30,19:54:39,1706673279,gas_transport,136.96,Martinez Ltd,18.180458,-143.668621,1
30382665720658,Steven,Meza,af65d85a-0b96-457a-912c-86c6f7fb5aa2,2024-03-02,01:35:37,1709372137,entertainment,303.79,"Wells, Gonzales and Contreras",-4.7117125,171.006120,0
2506664949451874,Suzanne,Smith,c5b4012f-c193-4dfa-8a62-1dcc779da353,2024-02-16,14:20:33,1708122033,food,600.95,Rodriguez and Sons,-64.235206,-146.633980,0
180004824159978,Jennifer,Blevins,e2b5c3ce-c624-4e28-a01b-f68c4a817529,2024-01-04,09:33:34,1704389614,clothing,363.34,Tran Group,69.363539,-156.942737,0
2287623680416038,Kimberly,Rodriguez,d4249d38-d16c-462c-97b2-008842e49228,2024-04-26,13:15:49,1714162549,misc_pos,393.45,Reynolds-Adams,86.292441,179.345252,0
180004837692494,John,Boyd,4ce98df1-1fa0-4b4e-b494-c1388052cd17,2024-02-15,06:15:16,1708006516,entertainment,224.56,Mathews Inc,-62.167659,79.441405,0
213151619297306,Shirley,Jordan,cbf86690-50e7-4d59-b20b-ad093d7d23a2,2024-02-24,16:17:59,1708820279,gas_transport,201.76,"Barrera, Hernandez and Page",-74.111103,113.747332,1
36387333798329,Shannon,Chavez,81165d61-3d6c-409e-b0d7-9f4e6f4fb998,2024-03-15,06:56:05,1710510965,food,115.69,Wilkerson Ltd,66.8215785,75.101359,1
371980303831386,Connie,Johnson,f40f42ec-9b66-4309-965a-24c761e8f8d1,2024-02-17,14:54:59,1708210499,misc_pos,737.34,Hall-Johnson,88.653735,23.940727,1
3557042555641870,Amy,Dean,8705b250-3266-4b08-b88c-17b56d65d520,2024-04-29,07:03:57,1714399437,clothing,409.79,"Silva, Lopez and Erickson",70.833491,-171.063912,0
3544411918060654,Frank,Nelson,613a8e8c-a5f4-43a2-bc26-ef390a54a055,2024-04-29,06:32:01,1714397521,misc_pos,35.11,"Clarke, Mcdonald and Long",36.924030,114.431999,0
4624954486132940818,Tiffany,Garcia,7d17de3c-af2f-498a-b0ab-96dad4d87007,2024-01-24,09:23:44,1706117024,misc_pos,44.44,Greene PLC,55.112781,-151.110908,1
4823597139531224,Cheryl,Johnson,9720bdcb-f1d3-4141-8fa8-dd2999cfad76,2024-03-25,11:19:31,1711390771,health,376.59,Ward Inc,-55.6503995,124.112201,1
4965836602278464626,Jacob,Green,14d915c7-7311-4f66-842a-b9ad16b50630,2024-01-22,22:45:59,1705992359,health,229.11,Reyes-Duncan,26.298537,-5.136521,1
4629239867139478371,Isaiah,Jacobson,262de4d0-d02d-48ff-ac5c-87a4e8b79f16,2024-05-13,06:52:06,1715608326,gas_transport,321.14,Singh Group,-5.0281215,-22.316502,1
4277097855272071797,Jessica,Hernandez,f69a58e5-a906-477a-9ce2-1b9c95e7d8b3,2024-02-29,21:06:23,1709269583,groceries,448.74,"Lawson, Morrison and Hamilton",-82.5179165,-175.663753,0
4403512955491567,James,Oneal,830e12bb-f2d6-4470-896d-63b625f97a38,2024-03-26,12:50:51,1711482651,gas_transport,932.46,Thomas Ltd,41.9652815,107.251159,1
3511597588092982,Matthew,French,7625d5d6-f3d2-4417-936a-7e536dc6bd23,2024-01-12,16:32:45,1705105965,food,728.89,Frost-Meza,44.047573,-4.215833,0
3532116919818521,Tina,Morales,7678fa95-e688-4f86-bfce-ba27663bbf18,2024-04-12,22:44:51,1712987091,entertainment,469.53,Harmon Group,62.937654,-33.898609,1
3584224084353196,Annette,Smith,d0f0bcfb-e5bd-4c62-9d45-89a00e517803,2024-05-19,17:27:51,1716164871,gas_transport,467.36,Rogers-Hester,-19.672721,112.115865,1
213148717764773,Oscar,Powell,ed35dd2d-f649-4378-be39-0684b6c91e33,2024-03-31,06:24:17,1711891457,entertainment,323.42,Butler Ltd,-52.567892,37.236884,1
3549151345970746,Gerald,Dominguez,3b5397f4-207a-460a-a6ec-02ae829694c8,2024-04-24,03:49:14,1713955754,misc_net,615.53,Lopez-Anderson,53.829807,108.522035,1
